Pavg,iid,datetime,h
157.36630000000002,13,2010-11-28,0.0
155.4939833333333,13,2010-11-28,1.0
154.75798333333333,13,2010-11-28,2.0
154.0947166666667,13,2010-11-28,3.0
230.0211833333333,13,2010-11-28,4.0
435.3256724137931,13,2010-11-28,5.0
313.64393333333334,13,2010-11-28,6.0
162.88468333333333,13,2010-11-28,7.0
154.28710000000004,13,2010-11-28,8.0
154.21261666666666,13,2010-11-28,9.0
154.8143,13,2010-11-28,10.0
156.13225000000003,13,2010-11-28,11.0
155.52698333333333,13,2010-11-28,12.0
156.58863333333332,13,2010-11-28,13.0
177.11806666666664,13,2010-11-28,14.0
332.2724833333333,13,2010-11-28,15.0
372.82826666666665,13,2010-11-28,16.0
346.04255000000006,13,2010-11-28,17.0
407.1817333333332,13,2010-11-28,18.0
344.12285,13,2010-11-28,19.0
311.4600833333333,13,2010-11-28,20.0
308.4495166666666,13,2010-11-28,21.0
308.10463333333337,13,2010-11-28,22.0
304.97898333333336,13,2010-11-28,23.0
307.6776166666667,13,2010-11-29,0.0
308.46238333333326,13,2010-11-29,1.0
307.71385000000004,13,2010-11-29,2.0
332.28271666666666,13,2010-11-29,3.0
345.12321666666674,13,2010-11-29,4.0
249.6837413793104,13,2010-11-29,5.0
159.25145000000003,13,2010-11-29,6.0
158.6701666666667,13,2010-11-29,7.0
174.2761,13,2010-11-29,8.0
160.61925000000002,13,2010-11-29,9.0
161.88095,13,2010-11-29,10.0
161.19865,13,2010-11-29,11.0
161.07215000000002,13,2010-11-29,12.0
161.00240000000002,13,2010-11-29,13.0
159.9675333333333,13,2010-11-29,14.0
160.0490166666667,13,2010-11-29,15.0
257.1972166666667,13,2010-11-29,16.0
325.26216666666664,13,2010-11-29,17.0
568.3922931034483,13,2010-11-29,18.0
446.3467666666667,13,2010-11-29,19.0
399.36275,13,2010-11-29,20.0
395.85566666666665,13,2010-11-29,21.0
401.2082833333334,13,2010-11-29,22.0
221.6140333333333,13,2010-11-29,23.0
202.66311666666667,13,2010-11-30,0.0
202.55886666666663,13,2010-11-30,1.0
200.26488333333333,13,2010-11-30,2.0
214.6155,13,2010-11-30,3.0
371.82290000000006,13,2010-11-30,4.0
230.493,13,2010-11-30,5.0
236.2774833333333,13,2010-11-30,6.0
239.0041,13,2010-11-30,7.0
241.3218,13,2010-11-30,8.0
212.15371666666667,13,2010-11-30,9.0
204.7198833333333,13,2010-11-30,10.0
206.37716666666668,13,2010-11-30,11.0
207.4259,13,2010-11-30,12.0
205.59373333333332,13,2010-11-30,13.0
205.71688333333333,13,2010-11-30,14.0
307.3536745,13,2010-11-30,15.0
2214.6329166666665,13,2010-11-30,16.0
383.5812666666667,13,2010-11-30,17.0
428.7523333333334,13,2010-11-30,18.0
326.1588833333334,13,2010-11-30,19.0
202.22568333333336,13,2010-11-30,20.0
203.68293333333332,13,2010-11-30,21.0
201.9951166666667,13,2010-11-30,22.0
202.09643333333327,13,2010-11-30,23.0
202.602,13,2010-12-01,0.0
203.64196666666663,13,2010-12-01,1.0
203.70091666666667,13,2010-12-01,2.0
203.17961666666667,13,2010-12-01,3.0
220.0750166666667,13,2010-12-01,4.0
434.7761228070176,13,2010-12-01,5.0
445.9249333333333,13,2010-12-01,6.0
389.93306666666666,13,2010-12-01,7.0
198.37405,13,2010-12-01,8.0
196.23071666666664,13,2010-12-01,9.0
198.11495,13,2010-12-01,10.0
198.3674,13,2010-12-01,11.0
199.58620000000005,13,2010-12-01,12.0
199.6241,13,2010-12-01,13.0
197.9873333333333,13,2010-12-01,14.0
196.07948333333331,13,2010-12-01,15.0
319.18411666666674,13,2010-12-01,16.0
396.1076333333333,13,2010-12-01,17.0
396.85696666666666,13,2010-12-01,18.0
399.84311666666673,13,2010-12-01,19.0
401.19461666666666,13,2010-12-01,20.0
396.35951666666665,13,2010-12-01,21.0
252.13511666666668,13,2010-12-01,22.0
293.5834166666666,13,2010-12-01,23.0
392.0626333333333,13,2010-12-02,0.0
906.909,13,2010-12-02,1.0
518.7149833333334,13,2010-12-02,2.0
444.3625166666668,13,2010-12-02,3.0
443.0503333333333,13,2010-12-02,4.0
396.3971403508772,13,2010-12-02,5.0
225.8148,13,2010-12-02,6.0
198.04665000000003,13,2010-12-02,7.0
198.42891666666668,13,2010-12-02,8.0
203.39011666666667,13,2010-12-02,9.0
205.6195333333333,13,2010-12-02,10.0
,13,2010-12-02,
,13,2010-12-02,
,13,2010-12-02,
,13,2010-12-02,
,13,2010-12-02,
,13,2010-12-02,
,13,2010-12-02,
,13,2010-12-02,
,13,2010-12-02,
,13,2010-12-02,
,13,2010-12-02,
203.7320540540541,13,2010-12-02,22.0
214.60933333333327,13,2010-12-02,23.0
514.5014500000001,13,2010-12-03,0.0
240.83561666666665,13,2010-12-03,1.0
333.3007666666666,13,2010-12-03,2.0
436.1363333333334,13,2010-12-03,3.0
445.88571666666667,13,2010-12-03,4.0
418.0979824561402,13,2010-12-03,5.0
389.90765,13,2010-12-03,6.0
390.03796666666665,13,2010-12-03,7.0
427.3943666666666,13,2010-12-03,8.0
211.6934666666667,13,2010-12-03,9.0
197.6045,13,2010-12-03,10.0
197.68995,13,2010-12-03,11.0
199.77131666666665,13,2010-12-03,12.0
358.07935,13,2010-12-03,13.0
235.55073333333337,13,2010-12-03,14.0
199.8039,13,2010-12-03,15.0
197.95125,13,2010-12-03,16.0
199.1642,13,2010-12-03,17.0
202.05656666666675,13,2010-12-03,18.0
274.1211,13,2010-12-03,19.0
199.5332,13,2010-12-03,20.0
198.8682333333333,13,2010-12-03,21.0
203.02721666666667,13,2010-12-03,22.0
198.6251833333333,13,2010-12-03,23.0
196.39825,13,2010-12-04,0.0
198.21646666666663,13,2010-12-04,1.0
201.2021,13,2010-12-04,2.0
227.7049333333333,13,2010-12-04,3.0
444.5954166666667,13,2010-12-04,4.0
488.66293220338974,13,2010-12-04,5.0
461.2288833333333,13,2010-12-04,6.0
238.65518333333333,13,2010-12-04,7.0
196.41703333333328,13,2010-12-04,8.0
197.41881666666663,13,2010-12-04,9.0
199.27175,13,2010-12-04,10.0
198.85056666666665,13,2010-12-04,11.0
199.2202333333333,13,2010-12-04,12.0
200.0184833333333,13,2010-12-04,13.0
198.38153333333327,13,2010-12-04,14.0
197.68171666666663,13,2010-12-04,15.0
323.09671666666674,13,2010-12-04,16.0
486.2975166666667,13,2010-12-04,17.0
447.3916333333334,13,2010-12-04,18.0
397.5878833333334,13,2010-12-04,19.0
394.2262833333334,13,2010-12-04,20.0
405.8611833333334,13,2010-12-04,21.0
601.0441333333332,13,2010-12-04,22.0
373.6101833333333,13,2010-12-04,23.0
245.23131666666663,13,2010-12-05,0.0
253.12356666666668,13,2010-12-05,1.0
240.55586666666667,13,2010-12-05,2.0
240.7164,13,2010-12-05,3.0
378.8879166666667,13,2010-12-05,4.0
210.7092033898305,13,2010-12-05,5.0
198.95183333333333,13,2010-12-05,6.0
198.44948333333332,13,2010-12-05,7.0
387.4551833333333,13,2010-12-05,8.0
396.3830333333334,13,2010-12-05,9.0
392.4773333333333,13,2010-12-05,10.0
397.2682833333333,13,2010-12-05,11.0
393.8715833333333,13,2010-12-05,12.0
399.56325,13,2010-12-05,13.0
1014.5507333333333,13,2010-12-05,14.0
401.7980666666666,13,2010-12-05,15.0
391.6104833333333,13,2010-12-05,16.0
389.465,13,2010-12-05,17.0
394.4074166666666,13,2010-12-05,18.0
399.9595166666666,13,2010-12-05,19.0
389.6813166666667,13,2010-12-05,20.0
403.67685,13,2010-12-05,21.0
511.18601666666666,13,2010-12-05,22.0
205.3909833333333,13,2010-12-05,23.0
196.8384,13,2010-12-06,0.0
208.49325,13,2010-12-06,1.0
226.6422333333333,13,2010-12-06,2.0
234.4334166666667,13,2010-12-06,3.0
238.18946666666668,13,2010-12-06,4.0
216.2648813559322,13,2010-12-06,5.0
391.5268,13,2010-12-06,6.0
393.7184333333333,13,2010-12-06,7.0
394.9107,13,2010-12-06,8.0
394.16353333333336,13,2010-12-06,9.0
240.2625666666667,13,2010-12-06,10.0
376.8066333333333,13,2010-12-06,11.0
429.13665,13,2010-12-06,12.0
533.6101666666666,13,2010-12-06,13.0
382.7699833333333,13,2010-12-06,14.0
385.0584666666665,13,2010-12-06,15.0
386.93043333333327,13,2010-12-06,16.0
203.45536666666663,13,2010-12-06,17.0
188.96203333333332,13,2010-12-06,18.0
188.76011666666665,13,2010-12-06,19.0
