Pavg,iid,datetime,h
1551.2058000000002,14,2010-11-28,0.0
1105.8065166666668,14,2010-11-28,1.0
162.12814000000006,14,2010-11-28,2.0
170.800835,14,2010-11-28,3.0
120.911045,14,2010-11-28,4.0
127.89189827586206,14,2010-11-28,5.0
180.00277833333334,14,2010-11-28,6.0
230.59233666666668,14,2010-11-28,7.0
135.52812,14,2010-11-28,8.0
259.64922,14,2010-11-28,9.0
452.2760833333333,14,2010-11-28,10.0
460.92713333333336,14,2010-11-28,11.0
374.92195,14,2010-11-28,12.0
381.32236,14,2010-11-28,13.0
166.220635,14,2010-11-28,14.0
171.656935,14,2010-11-28,15.0
168.6455783333333,14,2010-11-28,16.0
132.94273833333332,14,2010-11-28,17.0
336.6814350000001,14,2010-11-28,18.0
500.13483333333335,14,2010-11-28,19.0
758.32405,14,2010-11-28,20.0
958.0267166666666,14,2010-11-28,21.0
561.4879833333333,14,2010-11-28,22.0
610.4375666666667,14,2010-11-28,23.0
580.1837833333333,14,2010-11-29,0.0
417.90705,14,2010-11-29,1.0
266.89055,14,2010-11-29,2.0
256.7464333333333,14,2010-11-29,3.0
173.192755,14,2010-11-29,4.0
141.21728793103446,14,2010-11-29,5.0
139.05639000000002,14,2010-11-29,6.0
203.45893000000004,14,2010-11-29,7.0
296.759515,14,2010-11-29,8.0
404.0259333333332,14,2010-11-29,9.0
289.46365,14,2010-11-29,10.0
283.93483333333336,14,2010-11-29,11.0
163.67351000000002,14,2010-11-29,12.0
139.30887166666665,14,2010-11-29,13.0
205.542745,14,2010-11-29,14.0
382.1048166666667,14,2010-11-29,15.0
302.3218833333333,14,2010-11-29,16.0
183.83271666666667,14,2010-11-29,17.0
493.7795833333333,14,2010-11-29,18.0
848.1769833333334,14,2010-11-29,19.0
1037.572233333333,14,2010-11-29,20.0
957.8266666666668,14,2010-11-29,21.0
675.0003333333333,14,2010-11-29,22.0
486.5572000000001,14,2010-11-29,23.0
491.51371666666665,14,2010-11-30,0.0
419.43355,14,2010-11-30,1.0
507.342,14,2010-11-30,2.0
495.84825000000006,14,2010-11-30,3.0
380.51675,14,2010-11-30,4.0
364.5075689655173,14,2010-11-30,5.0
461.4045833333333,14,2010-11-30,6.0
561.6361,14,2010-11-30,7.0
589.3081000000001,14,2010-11-30,8.0
670.4502166666667,14,2010-11-30,9.0
427.42011666666673,14,2010-11-30,10.0
408.82705,14,2010-11-30,11.0
279.36091666666664,14,2010-11-30,12.0
616.47635,14,2010-11-30,13.0
231.25358333333332,14,2010-11-30,14.0
508.56748333333337,14,2010-11-30,15.0
586.4658500000002,14,2010-11-30,16.0
595.5328666666667,14,2010-11-30,17.0
293.85991666666666,14,2010-11-30,18.0
167.31455000000005,14,2010-11-30,19.0
195.25526666666667,14,2010-11-30,20.0
421.21403333333336,14,2010-11-30,21.0
413.92325,14,2010-11-30,22.0
759.6897,14,2010-11-30,23.0
807.8795333333334,14,2010-12-01,0.0
497.42673333333335,14,2010-12-01,1.0
192.0049333333333,14,2010-12-01,2.0
134.66816000000003,14,2010-12-01,3.0
129.31698166666666,14,2010-12-01,4.0
233.8333103448276,14,2010-12-01,5.0
