Pavg,iid,datetime,h
710.8937000000001,23,2010-11-28,0.0
689.3132833333333,23,2010-11-28,1.0
666.0870666666667,23,2010-11-28,2.0
675.7888833333332,23,2010-11-28,3.0
493.8188166666667,23,2010-11-28,4.0
217.57535964912284,23,2010-11-28,5.0
285.42909,23,2010-11-28,6.0
276.3768383333333,23,2010-11-28,7.0
379.361965,23,2010-11-28,8.0
856.2134833333334,23,2010-11-28,9.0
956.01045,23,2010-11-28,10.0
1727.284333333333,23,2010-11-28,11.0
1334.24505,23,2010-11-28,12.0
1033.2732666666666,23,2010-11-28,13.0
792.4202166666669,23,2010-11-28,14.0
777.6177833333334,23,2010-11-28,15.0
821.2132999999998,23,2010-11-28,16.0
1025.4596333333332,23,2010-11-28,17.0
1104.75895,23,2010-11-28,18.0
1520.740666666667,23,2010-11-28,19.0
1198.42845,23,2010-11-28,20.0
943.0323166666666,23,2010-11-28,21.0
837.199183333333,23,2010-11-28,22.0
948.3558333333332,23,2010-11-28,23.0
922.2253666666668,23,2010-11-29,0.0
822.2698666666666,23,2010-11-29,1.0
837.0987666666666,23,2010-11-29,2.0
839.0772166666668,23,2010-11-29,3.0
856.7765999999999,23,2010-11-29,4.0
843.2491754385965,23,2010-11-29,5.0
853.3310833333331,23,2010-11-29,6.0
885.8711666666666,23,2010-11-29,7.0
1505.5634666666665,23,2010-11-29,8.0
1050.4628833333334,23,2010-11-29,9.0
1003.8692833333332,23,2010-11-29,10.0
732.0123666666669,23,2010-11-29,11.0
952.2498166666668,23,2010-11-29,12.0
853.4568500000001,23,2010-11-29,13.0
877.7364999999998,23,2010-11-29,14.0
940.4455333333334,23,2010-11-29,15.0
1008.2612,23,2010-11-29,16.0
1000.9641666666666,23,2010-11-29,17.0
1244.4489661016946,23,2010-11-29,18.0
1251.4383833333336,23,2010-11-29,19.0
1453.1534333333334,23,2010-11-29,20.0
1315.761166666667,23,2010-11-29,21.0
1380.219833333333,23,2010-11-29,22.0
1309.0408333333337,23,2010-11-29,23.0
1154.2847833333333,23,2010-11-30,0.0
942.8848333333334,23,2010-11-30,1.0
934.02885,23,2010-11-30,2.0
979.8048333333334,23,2010-11-30,3.0
987.7007,23,2010-11-30,4.0
992.3818103448276,23,2010-11-30,5.0
