Pavg,iid,datetime,h
88.24509499999999,1,2010-11-28,0.0
97.03206333333333,1,2010-11-28,1.0
265.475255,1,2010-11-28,2.0
133.4925233333333,1,2010-11-28,3.0
46.772055,1,2010-11-28,4.0
346.59901929824565,1,2010-11-28,5.0
156.69750666666667,1,2010-11-28,6.0
53.866415,1,2010-11-28,7.0
40.54958333333333,1,2010-11-28,8.0
86.22696499999999,1,2010-11-28,9.0
56.92427166666666,1,2010-11-28,10.0
61.55293,1,2010-11-28,11.0
49.82391666666668,1,2010-11-28,12.0
66.53332999999999,1,2010-11-28,13.0
77.38123833333334,1,2010-11-28,14.0
81.52439833333332,1,2010-11-28,15.0
263.9597666666666,1,2010-11-28,16.0
200.28942833333332,1,2010-11-28,17.0
119.08731666666668,1,2010-11-28,18.0
149.47057999999998,1,2010-11-28,19.0
326.1540583333333,1,2010-11-28,20.0
116.4629183333333,1,2010-11-28,21.0
139.02135,1,2010-11-28,22.0
110.40859333333331,1,2010-11-28,23.0
82.39841166666666,1,2010-11-29,0.0
77.29387,1,2010-11-29,1.0
91.40253333333337,1,2010-11-29,2.0
103.45070833333334,1,2010-11-29,3.0
39.97324166666666,1,2010-11-29,4.0
161.77487931034486,1,2010-11-29,5.0
165.0966233333333,1,2010-11-29,6.0
169.150185,1,2010-11-29,7.0
45.171751666666665,1,2010-11-29,8.0
61.08432333333333,1,2010-11-29,9.0
36.153061666666666,1,2010-11-29,10.0
42.12045833333334,1,2010-11-29,11.0
110.03360333333336,1,2010-11-29,12.0
90.58449333333334,1,2010-11-29,13.0
69.64617333333334,1,2010-11-29,14.0
102.45300833333332,1,2010-11-29,15.0
258.33945,1,2010-11-29,16.0
236.4320425531915,1,2010-11-29,17.0
,1,2010-11-29,
,1,2010-11-29,
,1,2010-11-29,
,1,2010-11-29,
87.56796399999999,1,2010-11-29,22.0
51.40463,1,2010-11-29,23.0
123.65012833333334,1,2010-11-30,0.0
55.89013166666666,1,2010-11-30,1.0
49.08672166666667,1,2010-11-30,2.0
55.28781000000001,1,2010-11-30,3.0
49.904805,1,2010-11-30,4.0
295.1841206896552,1,2010-11-30,5.0
281.24621666666667,1,2010-11-30,6.0
291.6042433333333,1,2010-11-30,7.0
131.87292166666666,1,2010-11-30,8.0
86.05941666666668,1,2010-11-30,9.0
42.51957,1,2010-11-30,10.0
30.512811666666668,1,2010-11-30,11.0
212.59011,1,2010-11-30,12.0
94.54317333333331,1,2010-11-30,13.0
107.05699333333337,1,2010-11-30,14.0
38.73799,1,2010-11-30,15.0
54.396971666666666,1,2010-11-30,16.0
45.58459166666668,1,2010-11-30,17.0
63.59688833333334,1,2010-11-30,18.0
46.46723,1,2010-11-30,19.0
96.08028500000002,1,2010-11-30,20.0
58.51896166666666,1,2010-11-30,21.0
71.41249999999998,1,2010-11-30,22.0
59.480851666666666,1,2010-11-30,23.0
172.46335833333328,1,2010-12-01,0.0
68.62508883333332,1,2010-12-01,1.0
27.272485333333336,1,2010-12-01,2.0
37.08361666666666,1,2010-12-01,3.0
29.847373833333336,1,2010-12-01,4.0
172.9619551724138,1,2010-12-01,5.0
76.29675000000002,1,2010-12-01,6.0
69.56115833333334,1,2010-12-01,7.0
60.432051666666666,1,2010-12-01,8.0
26.337770000000003,1,2010-12-01,9.0
24.21793913333333,1,2010-12-01,10.0
28.657002466666665,1,2010-12-01,11.0
28.08030833333333,1,2010-12-01,12.0
25.041812,1,2010-12-01,13.0
27.79942,1,2010-12-01,14.0
26.0598125,1,2010-12-01,15.0
23.814613,1,2010-12-01,16.0
27.222059166666664,1,2010-12-01,17.0
23.019342866666666,1,2010-12-01,18.0
26.374965,1,2010-12-01,19.0
23.734168166666667,1,2010-12-01,20.0
26.7658765,1,2010-12-01,21.0
25.948218499999992,1,2010-12-01,22.0
24.5477255,1,2010-12-01,23.0
26.357980833333336,1,2010-12-02,0.0
29.27476533333333,1,2010-12-02,1.0
23.9378708,1,2010-12-02,2.0
25.5114425,1,2010-12-02,3.0
24.472028166666668,1,2010-12-02,4.0
26.973095,1,2010-12-02,5.0
27.630561,1,2010-12-02,6.0
24.15143133333333,1,2010-12-02,7.0
26.6752585,1,2010-12-02,8.0
78.01095333333335,1,2010-12-02,9.0
78.61530833333332,1,2010-12-02,10.0
42.37869666666666,1,2010-12-02,11.0
70.376865,1,2010-12-02,12.0
77.686865,1,2010-12-02,13.0
44.01593166666666,1,2010-12-02,14.0
46.134965,1,2010-12-02,15.0
109.37930833333331,1,2010-12-02,16.0
34.520152333333336,1,2010-12-02,17.0
26.90365316666667,1,2010-12-02,18.0
23.48347918333333,1,2010-12-02,19.0
28.311300000000003,1,2010-12-02,20.0
26.57366666666667,1,2010-12-02,21.0
26.5725684,1,2010-12-02,22.0
28.06426333333333,1,2010-12-02,23.0
23.864835666666668,1,2010-12-03,0.0
26.4743275,1,2010-12-03,1.0
25.2061635,1,2010-12-03,2.0
29.127688166666665,1,2010-12-03,3.0
26.311262166666666,1,2010-12-03,4.0
23.13499327586207,1,2010-12-03,5.0
26.84305583333333,1,2010-12-03,6.0
24.150956833333336,1,2010-12-03,7.0
25.6133775,1,2010-12-03,8.0
28.61088833333333,1,2010-12-03,9.0
26.707294166666664,1,2010-12-03,10.0
58.28616166666667,1,2010-12-03,11.0
71.29312333333333,1,2010-12-03,12.0
47.86636833333333,1,2010-12-03,13.0
27.920025,1,2010-12-03,14.0
39.21685199999999,1,2010-12-03,15.0
71.05188999999999,1,2010-12-03,16.0
22.0452395,1,2010-12-03,17.0
25.90188675,1,2010-12-03,18.0
24.80282743333333,1,2010-12-03,19.0
22.18023033333333,1,2010-12-03,20.0
25.592535500000004,1,2010-12-03,21.0
30.61573233333333,1,2010-12-03,22.0
27.288923333333333,1,2010-12-03,23.0
23.1586754,1,2010-12-04,0.0
21.390830666666663,1,2010-12-04,1.0
26.177959166666668,1,2010-12-04,2.0
22.305358166666668,1,2010-12-04,3.0
27.603553166666664,1,2010-12-04,4.0
25.0620724137931,1,2010-12-04,5.0
25.21275483333333,1,2010-12-04,6.0
25.4878755,1,2010-12-04,7.0
24.16847183333333,1,2010-12-04,8.0
23.757990166666666,1,2010-12-04,9.0
24.882974166666667,1,2010-12-04,10.0
26.590865333333337,1,2010-12-04,11.0
27.40536166666667,1,2010-12-04,12.0
24.152255333333333,1,2010-12-04,13.0
25.666361666666663,1,2010-12-04,14.0
29.40164666666666,1,2010-12-04,15.0
25.6414905,1,2010-12-04,16.0
26.001610983333325,1,2010-12-04,17.0
20.60782983333333,1,2010-12-04,18.0
26.533858166666672,1,2010-12-04,19.0
26.983713333333338,1,2010-12-04,20.0
21.46753885,1,2010-12-04,21.0
24.83990983333333,1,2010-12-04,22.0
24.72952961666667,1,2010-12-04,23.0
26.030588666666667,1,2010-12-05,0.0
27.020772000000004,1,2010-12-05,1.0
26.34299816666667,1,2010-12-05,2.0
24.898473666666668,1,2010-12-05,3.0
18.986351666666664,1,2010-12-05,4.0
24.23625706896552,1,2010-12-05,5.0
26.021634333333328,1,2010-12-05,6.0
22.49451733333333,1,2010-12-05,7.0
24.15961133333333,1,2010-12-05,8.0
26.676671666666667,1,2010-12-05,9.0
26.69186833333333,1,2010-12-05,10.0
22.477955816666665,1,2010-12-05,11.0
25.066528166666664,1,2010-12-05,12.0
25.74457733333333,1,2010-12-05,13.0
24.521900316666667,1,2010-12-05,14.0
26.295076283333334,1,2010-12-05,15.0
19.269625833333333,1,2010-12-05,16.0
25.11925916666667,1,2010-12-05,17.0
30.099605,1,2010-12-05,18.0
22.78459366666667,1,2010-12-05,19.0
26.323432000000004,1,2010-12-05,20.0
26.812412683333328,1,2010-12-05,21.0
26.2638045,1,2010-12-05,22.0
47.238726666666665,1,2010-12-05,23.0
52.28057333333334,1,2010-12-06,0.0
23.48667216666667,1,2010-12-06,1.0
23.107751333333336,1,2010-12-06,2.0
23.850345500000003,1,2010-12-06,3.0
25.76161583333333,1,2010-12-06,4.0
24.72689020689655,1,2010-12-06,5.0
25.70515616666666,1,2010-12-06,6.0
159.6586983333333,1,2010-12-06,7.0
169.58916666666664,1,2010-12-06,8.0
93.60297166666666,1,2010-12-06,9.0
42.16071166666666,1,2010-12-06,10.0
70.39554500000001,1,2010-12-06,11.0
78.26471999999998,1,2010-12-06,12.0
73.04917999999998,1,2010-12-06,13.0
85.97042333333334,1,2010-12-06,14.0
66.74801833333335,1,2010-12-06,15.0
69.67724166666667,1,2010-12-06,16.0
159.36786666666663,1,2010-12-06,17.0
191.88370000000003,1,2010-12-06,18.0
169.68001,1,2010-12-06,19.0
