timestamp,datetime,h,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Plane of Array Irradiance (W/m2),Cell Temperature (C),DC Array Output (W),Pavg,iid,dif
2010-11-28 00:00:00,2010-11-28,0,0,0,12.8,0.0,12.8,0.0,157.36630000000002,13,-157.36630000000002
2010-11-28 01:00:00,2010-11-28,1,0,0,12.5,0.0,12.5,0.0,155.4939833333333,13,-155.4939833333333
2010-11-28 02:00:00,2010-11-28,2,0,0,12.2,0.0,12.2,0.0,154.75798333333333,13,-154.75798333333333
2010-11-28 03:00:00,2010-11-28,3,0,0,11.9,0.0,11.9,0.0,154.0947166666667,13,-154.0947166666667
2010-11-28 04:00:00,2010-11-28,4,0,0,11.6,0.0,11.6,0.0,230.0211833333333,13,-230.0211833333333
2010-11-28 05:00:00,2010-11-28,5,0,0,11.3,0.0,11.3,0.0,435.3256724137931,13,-435.3256724137931
2010-11-28 06:00:00,2010-11-28,6,0,0,11.0,0.0,11.0,0.0,313.64393333333334,13,-313.64393333333334
2010-11-28 07:00:00,2010-11-28,7,211,16,11.3,0.0,11.3,0.0,162.88468333333333,13,-162.88468333333333
2010-11-28 08:00:00,2010-11-28,8,188,84,12.3,161.542,18.553,507.434,154.28710000000004,13,353.1469
2010-11-28 09:00:00,2010-11-28,9,439,100,13.8,335.413,27.575,1143.817,154.21261666666666,13,989.6043833333332
2010-11-28 10:00:00,2010-11-28,10,600,91,15.6,508.785,36.506,1691.404,154.8143,13,1536.5897
2010-11-28 11:00:00,2010-11-28,11,559,114,17.4,574.209,40.944,1862.458,156.13225000000003,13,1706.32575
2010-11-28 12:00:00,2010-11-28,12,500,130,19.0,576.697,42.617,1849.321,155.52698333333333,13,1693.7940166666665
2010-11-28 13:00:00,2010-11-28,13,276,166,20.1,412.529,36.975,1340.819,156.58863333333332,13,1184.230366666667
2010-11-28 14:00:00,2010-11-28,14,326,120,20.4,391.341,36.436,1281.693,177.11806666666664,13,1104.574933333333
2010-11-28 15:00:00,2010-11-28,15,167,85,19.8,200.683,28.034,670.661,332.2724833333333,13,338.38851666666665
2010-11-28 16:00:00,2010-11-28,16,106,20,18.6,74.928,21.672,246.737,372.82826666666665,13,-126.09126666666666
2010-11-28 17:00:00,2010-11-28,17,0,0,17.3,0.0,0.0,0.0,346.04255000000006,13,-346.04255000000006
2010-11-28 18:00:00,2010-11-28,18,0,0,16.2,0.0,16.2,0.0,407.1817333333332,13,-407.1817333333332
2010-11-28 19:00:00,2010-11-28,19,0,0,15.3,0.0,15.3,0.0,344.12285,13,-344.12285
2010-11-28 20:00:00,2010-11-28,20,0,0,14.5,0.0,14.5,0.0,311.4600833333333,13,-311.4600833333333
2010-11-28 21:00:00,2010-11-28,21,0,0,13.9,0.0,13.9,0.0,308.4495166666666,13,-308.4495166666666
2010-11-28 22:00:00,2010-11-28,22,0,0,13.4,0.0,13.4,0.0,308.10463333333337,13,-308.10463333333337
2010-11-28 23:00:00,2010-11-28,23,0,0,13.0,0.0,13.0,0.0,304.97898333333336,13,-304.97898333333336
2010-11-29 00:00:00,2010-11-29,0,0,0,12.6,0.0,12.6,0.0,307.6776166666667,13,-307.6776166666667
2010-11-29 01:00:00,2010-11-29,1,0,0,12.2,0.0,12.2,0.0,308.46238333333326,13,-308.46238333333326
2010-11-29 02:00:00,2010-11-29,2,0,0,11.8,0.0,11.8,0.0,307.71385000000004,13,-307.71385000000004
