timestamp,datetime,h,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Plane of Array Irradiance (W/m2),Cell Temperature (C),DC Array Output (W),Pavg,iid,dif
2010-11-28 00:00:00,2010-11-28,0,0,0,12.8,0.0,12.8,0.0,562.3657499999998,15,-562.3657499999998
2010-11-28 01:00:00,2010-11-28,1,0,0,12.5,0.0,12.5,0.0,396.4757166666667,15,-396.4757166666667
2010-11-28 02:00:00,2010-11-28,2,0,0,12.2,0.0,12.2,0.0,206.6239,15,-206.6239
2010-11-28 03:00:00,2010-11-28,3,0,0,11.9,0.0,11.9,0.0,147.964,15,-147.964
2010-11-28 04:00:00,2010-11-28,4,0,0,11.6,0.0,11.6,0.0,191.2007666666668,15,-191.2007666666668
2010-11-28 05:00:00,2010-11-28,5,0,0,11.3,0.0,11.3,0.0,180.48384655172413,15,-180.48384655172413
2010-11-28 06:00:00,2010-11-28,6,0,0,11.0,0.0,11.0,0.0,154.96441833333338,15,-154.96441833333338
2010-11-28 07:00:00,2010-11-28,7,211,16,11.3,0.0,11.3,0.0,137.30493333333334,15,-137.30493333333334
2010-11-28 08:00:00,2010-11-28,8,188,84,12.3,161.542,18.553,507.434,207.81865,15,299.61535000000003
2010-11-28 09:00:00,2010-11-28,9,439,100,13.8,335.413,27.575,1143.817,380.90215,15,762.91485
2010-11-28 10:00:00,2010-11-28,10,600,91,15.6,508.785,36.506,1691.404,639.0897666666666,15,1052.3142333333335
2010-11-28 11:00:00,2010-11-28,11,559,114,17.4,574.209,40.944,1862.458,1028.18115,15,834.2768500000002
2010-11-28 12:00:00,2010-11-28,12,500,130,19.0,576.697,42.617,1849.321,1152.32435,15,696.9966499999998
2010-11-28 13:00:00,2010-11-28,13,276,166,20.1,412.529,36.975,1340.819,1834.7221,15,-493.9031
2010-11-28 14:00:00,2010-11-28,14,326,120,20.4,391.341,36.436,1281.693,1399.28965,15,-117.59664999999995
2010-11-28 15:00:00,2010-11-28,15,167,85,19.8,200.683,28.034,670.661,858.9084833333333,15,-188.2474833333333
2010-11-28 16:00:00,2010-11-28,16,106,20,18.6,74.928,21.672,246.737,1152.1841333333334,15,-905.4471333333336
2010-11-28 17:00:00,2010-11-28,17,0,0,17.3,0.0,0.0,0.0,1077.5730833333332,15,-1077.5730833333332
2010-11-28 18:00:00,2010-11-28,18,0,0,16.2,0.0,16.2,0.0,1029.5233833333334,15,-1029.5233833333334
2010-11-28 19:00:00,2010-11-28,19,0,0,15.3,0.0,15.3,0.0,844.81265,15,-844.81265
2010-11-28 20:00:00,2010-11-28,20,0,0,14.5,0.0,14.5,0.0,847.99115,15,-847.99115
2010-11-28 21:00:00,2010-11-28,21,0,0,13.9,0.0,13.9,0.0,862.2836166666668,15,-862.2836166666668
2010-11-28 22:00:00,2010-11-28,22,0,0,13.4,0.0,13.4,0.0,1645.1765166666669,15,-1645.1765166666669
2010-11-28 23:00:00,2010-11-28,23,0,0,13.0,0.0,13.0,0.0,1168.4545833333334,15,-1168.4545833333334
2010-11-29 00:00:00,2010-11-29,0,0,0,12.6,0.0,12.6,0.0,594.4053500000001,15,-594.4053500000001
2010-11-29 01:00:00,2010-11-29,1,0,0,12.2,0.0,12.2,0.0,348.44936666666666,15,-348.44936666666666
2010-11-29 02:00:00,2010-11-29,2,0,0,11.8,0.0,11.8,0.0,181.07975,15,-181.07975
2010-11-29 03:00:00,2010-11-29,3,0,0,11.4,0.0,11.4,0.0,195.01795,15,-195.01795
