timestamp,datetime,h,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Plane of Array Irradiance (W/m2),Cell Temperature (C),DC Array Output (W),Pavg,iid,dif
2010-11-28 00:00:00,2010-11-28,0,0,0,12.8,0.0,12.8,0.0,190.122845,11,-190.122845
2010-11-28 01:00:00,2010-11-28,1,0,0,12.5,0.0,12.5,0.0,130.23605,11,-130.23605
2010-11-28 02:00:00,2010-11-28,2,0,0,12.2,0.0,12.2,0.0,182.65224500000005,11,-182.65224500000005
2010-11-28 03:00:00,2010-11-28,3,0,0,11.9,0.0,11.9,0.0,136.11602,11,-136.11602
2010-11-28 04:00:00,2010-11-28,4,0,0,11.6,0.0,11.6,0.0,134.34439166666667,11,-134.34439166666667
2010-11-28 05:00:00,2010-11-28,5,0,0,11.3,0.0,11.3,0.0,185.9713333333333,11,-185.9713333333333
2010-11-28 06:00:00,2010-11-28,6,0,0,11.0,0.0,11.0,0.0,115.658595,11,-115.658595
2010-11-28 07:00:00,2010-11-28,7,211,16,11.3,0.0,11.3,0.0,227.59015,11,-227.59015
2010-11-28 08:00:00,2010-11-28,8,188,84,12.3,161.542,18.553,507.434,217.31698166666663,11,290.11701833333336
2010-11-28 09:00:00,2010-11-28,9,439,100,13.8,335.413,27.575,1143.817,161.2100266666667,11,982.6069733333334
2010-11-28 10:00:00,2010-11-28,10,600,91,15.6,508.785,36.506,1691.404,142.16389,11,1549.24011
2010-11-28 11:00:00,2010-11-28,11,559,114,17.4,574.209,40.944,1862.458,169.729095,11,1692.7289050000002
2010-11-28 12:00:00,2010-11-28,12,500,130,19.0,576.697,42.617,1849.321,149.16347166666665,11,1700.1575283333332
2010-11-28 13:00:00,2010-11-28,13,276,166,20.1,412.529,36.975,1340.819,213.80893,11,1127.01007
2010-11-28 14:00:00,2010-11-28,14,326,120,20.4,391.341,36.436,1281.693,267.5451816666667,11,1014.1478183333334
2010-11-28 15:00:00,2010-11-28,15,167,85,19.8,200.683,28.034,670.661,387.26825,11,283.3927499999999
2010-11-28 16:00:00,2010-11-28,16,106,20,18.6,74.928,21.672,246.737,345.124685,11,-98.387685
2010-11-28 17:00:00,2010-11-28,17,0,0,17.3,0.0,0.0,0.0,183.1998633333333,11,-183.1998633333333
2010-11-28 18:00:00,2010-11-28,18,0,0,16.2,0.0,16.2,0.0,691.7276833333333,11,-691.7276833333333
2010-11-28 19:00:00,2010-11-28,19,0,0,15.3,0.0,15.3,0.0,618.9923666666667,11,-618.9923666666667
2010-11-28 20:00:00,2010-11-28,20,0,0,14.5,0.0,14.5,0.0,391.8248833333333,11,-391.8248833333333
2010-11-28 21:00:00,2010-11-28,21,0,0,13.9,0.0,13.9,0.0,278.97173333333336,11,-278.97173333333336
2010-11-28 22:00:00,2010-11-28,22,0,0,13.4,0.0,13.4,0.0,335.4495333333333,11,-335.4495333333333
2010-11-28 23:00:00,2010-11-28,23,0,0,13.0,0.0,13.0,0.0,254.88753333333327,11,-254.88753333333327
2010-11-29 00:00:00,2010-11-29,0,0,0,12.6,0.0,12.6,0.0,195.70465,11,-195.70465
2010-11-29 01:00:00,2010-11-29,1,0,0,12.2,0.0,12.2,0.0,218.57978333333327,11,-218.57978333333327
2010-11-29 02:00:00,2010-11-29,2,0,0,11.8,0.0,11.8,0.0,190.2177166666666,11,-190.2177166666666
2010-11-29 03:00:00,2010-11-29,3,0,0,11.4,0.0,11.4,0.0,215.25135166666664,11,-215.25135166666664
2010-11-29 04:00:00,2010-11-29,4,0,0,11.0,0.0,11.0,0.0,182.209235,11,-182.209235
2010-11-29 05:00:00,2010-11-29,5,0,0,10.6,0.0,10.6,0.0,194.1705275862069,11,-194.1705275862069
2010-11-29 06:00:00,2010-11-29,6,0,0,10.3,0.0,10.3,0.0,156.3885683333333,11,-156.3885683333333
2010-11-29 07:00:00,2010-11-29,7,176,19,10.5,0.0,10.5,0.0,494.495105,11,-494.495105
2010-11-29 08:00:00,2010-11-29,8,276,83,11.4,185.555,18.79,576.551,256.64928333333336,11,319.9017166666667
2010-11-29 09:00:00,2010-11-29,9,434,110,12.8,342.979,26.882,1172.298,316.5359133333333,11,855.7620866666666
2010-11-29 10:00:00,2010-11-29,10,559,110,14.5,501.896,35.117,1675.804,1436.2351666666666,11,239.5688333333335
2010-11-29 11:00:00,2010-11-29,11,628,103,16.2,613.333,41.356,1989.502,219.31716333333333,11,1770.1848366666666
2010-11-29 12:00:00,2010-11-29,12,628,103,17.7,650.122,44.34,2076.777,204.6033866666667,11,1872.1736133333332
2010-11-29 13:00:00,2010-11-29,13,559,110,18.7,599.141,43.247,1920.398,303.4622333333333,11,1616.9357666666665
2010-11-29 14:00:00,2010-11-29,14,434,110,19.0,467.292,38.159,1528.274,332.87246500000003,11,1195.401535
