timestamp,datetime,h,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Plane of Array Irradiance (W/m2),Cell Temperature (C),DC Array Output (W),Pavg,iid,dif
2010-11-28 00:00:00,2010-11-28,0,0,0,12.8,0.0,12.8,0.0,709.5455666666664,17,-709.5455666666664
2010-11-28 01:00:00,2010-11-28,1,0,0,12.5,0.0,12.5,0.0,374.1036833333333,17,-374.1036833333333
2010-11-28 02:00:00,2010-11-28,2,0,0,12.2,0.0,12.2,0.0,216.96475,17,-216.96475
2010-11-28 03:00:00,2010-11-28,3,0,0,11.9,0.0,11.9,0.0,222.08825,17,-222.08825
2010-11-28 04:00:00,2010-11-28,4,0,0,11.6,0.0,11.6,0.0,209.9993333333333,17,-209.9993333333333
2010-11-28 05:00:00,2010-11-28,5,0,0,11.3,0.0,11.3,0.0,270.0958947368421,17,-270.0958947368421
2010-11-28 06:00:00,2010-11-28,6,0,0,11.0,0.0,11.0,0.0,227.21246666666664,17,-227.21246666666664
2010-11-28 07:00:00,2010-11-28,7,211,16,11.3,0.0,11.3,0.0,205.2679833333333,17,-205.2679833333333
2010-11-28 08:00:00,2010-11-28,8,188,84,12.3,161.542,18.553,507.434,762.4836666666666,17,-255.0496666666666
2010-11-28 09:00:00,2010-11-28,9,439,100,13.8,335.413,27.575,1143.817,781.8436333333335,17,361.9733666666665
2010-11-28 10:00:00,2010-11-28,10,600,91,15.6,508.785,36.506,1691.404,1879.590416666667,17,-188.1864166666669
2010-11-28 11:00:00,2010-11-28,11,559,114,17.4,574.209,40.944,1862.458,1571.685216666667,17,290.7727833333331
2010-11-28 12:00:00,2010-11-28,12,500,130,19.0,576.697,42.617,1849.321,1453.8840000000002,17,395.43699999999967
2010-11-28 13:00:00,2010-11-28,13,276,166,20.1,412.529,36.975,1340.819,1381.7088499999998,17,-40.8898499999998
2010-11-28 14:00:00,2010-11-28,14,326,120,20.4,391.341,36.436,1281.693,1251.6251166666666,17,30.067883333333384
2010-11-28 15:00:00,2010-11-28,15,167,85,19.8,200.683,28.034,670.661,1194.4036999999998,17,-523.7426999999999
