timestamp,datetime,h,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Plane of Array Irradiance (W/m2),Cell Temperature (C),DC Array Output (W),Pavg,iid,dif
2010-11-28 00:00:00,2010-11-28,0,0,0,12.8,0.0,12.8,0.0,350.9991166666666,12,-350.9991166666666
2010-11-28 01:00:00,2010-11-28,1,0,0,12.5,0.0,12.5,0.0,940.6937833333332,12,-940.6937833333332
2010-11-28 02:00:00,2010-11-28,2,0,0,12.2,0.0,12.2,0.0,551.4170833333333,12,-551.4170833333333
2010-11-28 03:00:00,2010-11-28,3,0,0,11.9,0.0,11.9,0.0,189.35145,12,-189.35145
2010-11-28 04:00:00,2010-11-28,4,0,0,11.6,0.0,11.6,0.0,198.9825,12,-198.9825
2010-11-28 05:00:00,2010-11-28,5,0,0,11.3,0.0,11.3,0.0,200.35508771929824,12,-200.35508771929824
2010-11-28 06:00:00,2010-11-28,6,0,0,11.0,0.0,11.0,0.0,189.449,12,-189.449
2010-11-28 07:00:00,2010-11-28,7,211,16,11.3,0.0,11.3,0.0,395.9678833333333,12,-395.9678833333333
2010-11-28 08:00:00,2010-11-28,8,188,84,12.3,161.542,18.553,507.434,413.96808333333337,12,93.46591666666666
2010-11-28 09:00:00,2010-11-28,9,439,100,13.8,335.413,27.575,1143.817,234.7386666666667,12,909.0783333333334
2010-11-28 10:00:00,2010-11-28,10,600,91,15.6,508.785,36.506,1691.404,223.81091666666663,12,1467.5930833333334
2010-11-28 11:00:00,2010-11-28,11,559,114,17.4,574.209,40.944,1862.458,268.25085,12,1594.2071500000002
2010-11-28 12:00:00,2010-11-28,12,500,130,19.0,576.697,42.617,1849.321,431.825,12,1417.496
2010-11-28 13:00:00,2010-11-28,13,276,166,20.1,412.529,36.975,1340.819,1136.1608,12,204.65819999999985
2010-11-28 14:00:00,2010-11-28,14,326,120,20.4,391.341,36.436,1281.693,903.4308666666668,12,378.2621333333332
2010-11-28 15:00:00,2010-11-28,15,167,85,19.8,200.683,28.034,670.661,887.6804333333333,12,-217.01943333333335
2010-11-28 16:00:00,2010-11-28,16,106,20,18.6,74.928,21.672,246.737,209.76218333333333,12,36.97481666666667
2010-11-28 17:00:00,2010-11-28,17,0,0,17.3,0.0,0.0,0.0,205.43766666666664,12,-205.43766666666664
2010-11-28 18:00:00,2010-11-28,18,0,0,16.2,0.0,16.2,0.0,592.4511999999999,12,-592.4511999999999
2010-11-28 19:00:00,2010-11-28,19,0,0,15.3,0.0,15.3,0.0,1228.7168833333335,12,-1228.7168833333335
2010-11-28 20:00:00,2010-11-28,20,0,0,14.5,0.0,14.5,0.0,1463.9963833333334,12,-1463.9963833333334
2010-11-28 21:00:00,2010-11-28,21,0,0,13.9,0.0,13.9,0.0,1152.5719833333335,12,-1152.5719833333335
2010-11-28 22:00:00,2010-11-28,22,0,0,13.4,0.0,13.4,0.0,1026.7716833333334,12,-1026.7716833333334
2010-11-28 23:00:00,2010-11-28,23,0,0,13.0,0.0,13.0,0.0,886.0586999999999,12,-886.0586999999999
2010-11-29 00:00:00,2010-11-29,0,0,0,12.6,0.0,12.6,0.0,206.37121666666664,12,-206.37121666666664
