timestamp,datetime,h,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Plane of Array Irradiance (W/m2),Cell Temperature (C),DC Array Output (W),Pavg,iid,dif
2010-11-28 00:00:00,2010-11-28,0,0,0,12.8,0.0,12.8,0.0,1551.2058000000002,14,-1551.2058000000002
2010-11-28 01:00:00,2010-11-28,1,0,0,12.5,0.0,12.5,0.0,1105.8065166666668,14,-1105.8065166666668
2010-11-28 02:00:00,2010-11-28,2,0,0,12.2,0.0,12.2,0.0,162.12814000000006,14,-162.12814000000006
2010-11-28 03:00:00,2010-11-28,3,0,0,11.9,0.0,11.9,0.0,170.800835,14,-170.800835
2010-11-28 04:00:00,2010-11-28,4,0,0,11.6,0.0,11.6,0.0,120.911045,14,-120.911045
2010-11-28 05:00:00,2010-11-28,5,0,0,11.3,0.0,11.3,0.0,127.89189827586206,14,-127.89189827586206
2010-11-28 06:00:00,2010-11-28,6,0,0,11.0,0.0,11.0,0.0,180.00277833333334,14,-180.00277833333334
2010-11-28 07:00:00,2010-11-28,7,211,16,11.3,0.0,11.3,0.0,230.59233666666668,14,-230.59233666666668
2010-11-28 08:00:00,2010-11-28,8,188,84,12.3,161.542,18.553,507.434,135.52812,14,371.90588
2010-11-28 09:00:00,2010-11-28,9,439,100,13.8,335.413,27.575,1143.817,259.64922,14,884.16778
2010-11-28 10:00:00,2010-11-28,10,600,91,15.6,508.785,36.506,1691.404,452.2760833333333,14,1239.1279166666668
2010-11-28 11:00:00,2010-11-28,11,559,114,17.4,574.209,40.944,1862.458,460.92713333333336,14,1401.5308666666667
2010-11-28 12:00:00,2010-11-28,12,500,130,19.0,576.697,42.617,1849.321,374.92195,14,1474.39905
2010-11-28 13:00:00,2010-11-28,13,276,166,20.1,412.529,36.975,1340.819,381.32236,14,959.49664
2010-11-28 14:00:00,2010-11-28,14,326,120,20.4,391.341,36.436,1281.693,166.220635,14,1115.472365
2010-11-28 15:00:00,2010-11-28,15,167,85,19.8,200.683,28.034,670.661,171.656935,14,499.004065
2010-11-28 16:00:00,2010-11-28,16,106,20,18.6,74.928,21.672,246.737,168.6455783333333,14,78.09142166666669
2010-11-28 17:00:00,2010-11-28,17,0,0,17.3,0.0,0.0,0.0,132.94273833333332,14,-132.94273833333332
2010-11-28 18:00:00,2010-11-28,18,0,0,16.2,0.0,16.2,0.0,336.6814350000001,14,-336.6814350000001
2010-11-28 19:00:00,2010-11-28,19,0,0,15.3,0.0,15.3,0.0,500.13483333333335,14,-500.13483333333335
2010-11-28 20:00:00,2010-11-28,20,0,0,14.5,0.0,14.5,0.0,758.32405,14,-758.32405
2010-11-28 21:00:00,2010-11-28,21,0,0,13.9,0.0,13.9,0.0,958.0267166666666,14,-958.0267166666666
2010-11-28 22:00:00,2010-11-28,22,0,0,13.4,0.0,13.4,0.0,561.4879833333333,14,-561.4879833333333
2010-11-28 23:00:00,2010-11-28,23,0,0,13.0,0.0,13.0,0.0,610.4375666666667,14,-610.4375666666667
2010-11-29 00:00:00,2010-11-29,0,0,0,12.6,0.0,12.6,0.0,580.1837833333333,14,-580.1837833333333
2010-11-29 01:00:00,2010-11-29,1,0,0,12.2,0.0,12.2,0.0,417.90705,14,-417.90705
2010-11-29 02:00:00,2010-11-29,2,0,0,11.8,0.0,11.8,0.0,266.89055,14,-266.89055
2010-11-29 03:00:00,2010-11-29,3,0,0,11.4,0.0,11.4,0.0,256.7464333333333,14,-256.7464333333333
2010-11-29 04:00:00,2010-11-29,4,0,0,11.0,0.0,11.0,0.0,173.192755,14,-173.192755
2010-11-29 05:00:00,2010-11-29,5,0,0,10.6,0.0,10.6,0.0,141.21728793103446,14,-141.21728793103446
2010-11-29 06:00:00,2010-11-29,6,0,0,10.3,0.0,10.3,0.0,139.05639000000002,14,-139.05639000000002
2010-11-29 07:00:00,2010-11-29,7,176,19,10.5,0.0,10.5,0.0,203.45893000000004,14,-203.45893000000004
2010-11-29 08:00:00,2010-11-29,8,276,83,11.4,185.555,18.79,576.551,296.759515,14,279.791485
2010-11-29 09:00:00,2010-11-29,9,434,110,12.8,342.979,26.882,1172.298,404.0259333333332,14,768.2720666666668
2010-11-29 10:00:00,2010-11-29,10,559,110,14.5,501.896,35.117,1675.804,289.46365,14,1386.3403500000002
2010-11-29 11:00:00,2010-11-29,11,628,103,16.2,613.333,41.356,1989.502,283.93483333333336,14,1705.5671666666667
2010-11-29 12:00:00,2010-11-29,12,628,103,17.7,650.122,44.34,2076.777,163.67351000000002,14,1913.10349
2010-11-29 13:00:00,2010-11-29,13,559,110,18.7,599.141,43.247,1920.398,139.30887166666665,14,1781.0891283333333
2010-11-29 14:00:00,2010-11-29,14,434,110,19.0,467.292,38.159,1528.274,205.542745,14,1322.731255
2010-11-29 15:00:00,2010-11-29,15,276,83,18.5,276.218,29.843,928.416,382.1048166666667,14,546.3111833333334
2010-11-29 16:00:00,2010-11-29,16,176,19,17.4,108.793,21.861,363.806,302.3218833333333,14,61.48411666666669
2010-11-29 17:00:00,2010-11-29,17,0,0,16.1,0.0,0.0,0.0,183.83271666666667,14,-183.83271666666667
2010-11-29 18:00:00,2010-11-29,18,0,0,15.1,0.0,15.1,0.0,493.7795833333333,14,-493.7795833333333
2010-11-29 19:00:00,2010-11-29,19,0,0,14.2,0.0,14.2,0.0,848.1769833333334,14,-848.1769833333334
2010-11-29 20:00:00,2010-11-29,20,0,0,13.5,0.0,13.5,0.0,1037.572233333333,14,-1037.572233333333
2010-11-29 21:00:00,2010-11-29,21,0,0,13.0,0.0,13.0,0.0,957.8266666666668,14,-957.8266666666668
2010-11-29 22:00:00,2010-11-29,22,0,0,12.5,0.0,12.5,0.0,675.0003333333333,14,-675.0003333333333
2010-11-29 23:00:00,2010-11-29,23,0,0,12.1,0.0,12.1,0.0,486.5572000000001,14,-486.5572000000001
2010-11-30 00:00:00,2010-11-30,0,0,0,11.8,0.0,11.8,0.0,491.51371666666665,14,-491.51371666666665
2010-11-30 01:00:00,2010-11-30,1,0,0,11.5,0.0,11.5,0.0,419.43355,14,-419.43355
2010-11-30 02:00:00,2010-11-30,2,0,0,11.2,0.0,11.2,0.0,507.342,14,-507.342
2010-11-30 03:00:00,2010-11-30,3,0,0,10.9,0.0,10.9,0.0,495.84825000000006,14,-495.84825000000006
2010-11-30 04:00:00,2010-11-30,4,0,0,10.7,0.0,10.7,0.0,380.51675,14,-380.51675
2010-11-30 05:00:00,2010-11-30,5,0,0,10.4,0.0,10.4,0.0,364.5075689655173,14,-364.5075689655173
2010-11-30 06:00:00,2010-11-30,6,0,0,10.1,0.0,10.1,0.0,461.4045833333333,14,-461.4045833333333
2010-11-30 07:00:00,2010-11-30,7,199,16,10.4,0.0,10.4,0.0,561.6361,14,-561.6361
