timestamp,datetime,h,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Plane of Array Irradiance (W/m2),Cell Temperature (C),DC Array Output (W),Pavg,iid,dif
2010-11-28 00:00:00,2010-11-28,0,0,0,12.8,0.0,12.8,0.0,228.07455,21,-228.07455
2010-11-28 01:00:00,2010-11-28,1,0,0,12.5,0.0,12.5,0.0,219.1702,21,-219.1702
2010-11-28 02:00:00,2010-11-28,2,0,0,12.2,0.0,12.2,0.0,216.7859833333333,21,-216.7859833333333
2010-11-28 03:00:00,2010-11-28,3,0,0,11.9,0.0,11.9,0.0,217.2399,21,-217.2399
2010-11-28 04:00:00,2010-11-28,4,0,0,11.6,0.0,11.6,0.0,220.52186666666665,21,-220.52186666666665
2010-11-28 05:00:00,2010-11-28,5,0,0,11.3,0.0,11.3,0.0,223.22394827586209,21,-223.22394827586209
2010-11-28 06:00:00,2010-11-28,6,0,0,11.0,0.0,11.0,0.0,217.89395,21,-217.89395
2010-11-28 07:00:00,2010-11-28,7,211,16,11.3,0.0,11.3,0.0,214.21803333333332,21,-214.21803333333332
2010-11-28 08:00:00,2010-11-28,8,188,84,12.3,161.542,18.553,507.434,286.9229833333333,21,220.5110166666667
2010-11-28 09:00:00,2010-11-28,9,439,100,13.8,335.413,27.575,1143.817,230.6744,21,913.1426
2010-11-28 10:00:00,2010-11-28,10,600,91,15.6,508.785,36.506,1691.404,213.54800000000003,21,1477.856
2010-11-28 11:00:00,2010-11-28,11,559,114,17.4,574.209,40.944,1862.458,216.9532,21,1645.5048000000002
2010-11-28 12:00:00,2010-11-28,12,500,130,19.0,576.697,42.617,1849.321,216.88568333333333,21,1632.4353166666665
2010-11-28 13:00:00,2010-11-28,13,276,166,20.1,412.529,36.975,1340.819,220.24793333333332,21,1120.5710666666666
2010-11-28 14:00:00,2010-11-28,14,326,120,20.4,391.341,36.436,1281.693,242.6251000000001,21,1039.0679
2010-11-28 15:00:00,2010-11-28,15,167,85,19.8,200.683,28.034,670.661,440.8297,21,229.83129999999997
2010-11-28 16:00:00,2010-11-28,16,106,20,18.6,74.928,21.672,246.737,392.4065833333333,21,-145.6695833333333
2010-11-28 17:00:00,2010-11-28,17,0,0,17.3,0.0,0.0,0.0,1312.657,21,-1312.657
2010-11-28 18:00:00,2010-11-28,18,0,0,16.2,0.0,16.2,0.0,752.9286999999999,21,-752.9286999999999
2010-11-28 19:00:00,2010-11-28,19,0,0,15.3,0.0,15.3,0.0,2180.51105,21,-2180.51105
2010-11-28 20:00:00,2010-11-28,20,0,0,14.5,0.0,14.5,0.0,1814.5406500000004,21,-1814.5406500000004
2010-11-28 21:00:00,2010-11-28,21,0,0,13.9,0.0,13.9,0.0,421.6970833333334,21,-421.6970833333334
2010-11-28 22:00:00,2010-11-28,22,0,0,13.4,0.0,13.4,0.0,478.2047666666666,21,-478.2047666666666
2010-11-28 23:00:00,2010-11-28,23,0,0,13.0,0.0,13.0,0.0,331.9847666666667,21,-331.9847666666667
