timestamp,datetime,h,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Plane of Array Irradiance (W/m2),Cell Temperature (C),DC Array Output (W),Pavg,iid,dif
2010-11-28 00:00:00,2010-11-28,0,0,0,12.8,0.0,12.8,0.0,180.0586833333333,10,-180.0586833333333
2010-11-28 01:00:00,2010-11-28,1,0,0,12.5,0.0,12.5,0.0,167.05718333333334,10,-167.05718333333334
2010-11-28 02:00:00,2010-11-28,2,0,0,12.2,0.0,12.2,0.0,132.67360000000002,10,-132.67360000000002
2010-11-28 03:00:00,2010-11-28,3,0,0,11.9,0.0,11.9,0.0,132.43333333333334,10,-132.43333333333334
2010-11-28 04:00:00,2010-11-28,4,0,0,11.6,0.0,11.6,0.0,132.35288333333335,10,-132.35288333333335
2010-11-28 05:00:00,2010-11-28,5,0,0,11.3,0.0,11.3,0.0,153.4327051724138,10,-153.4327051724138
2010-11-28 06:00:00,2010-11-28,6,0,0,11.0,0.0,11.0,0.0,103.57341333333336,10,-103.57341333333336
2010-11-28 07:00:00,2010-11-28,7,211,16,11.3,0.0,11.3,0.0,93.59819666666668,10,-93.59819666666668
2010-11-28 08:00:00,2010-11-28,8,188,84,12.3,161.542,18.553,507.434,93.08090166666668,10,414.3530983333334
2010-11-28 09:00:00,2010-11-28,9,439,100,13.8,335.413,27.575,1143.817,106.90563333333333,10,1036.9113666666667
2010-11-28 10:00:00,2010-11-28,10,600,91,15.6,508.785,36.506,1691.404,106.72512,10,1584.67888
2010-11-28 11:00:00,2010-11-28,11,559,114,17.4,574.209,40.944,1862.458,105.27969333333331,10,1757.178306666667
2010-11-28 12:00:00,2010-11-28,12,500,130,19.0,576.697,42.617,1849.321,78.33410833333336,10,1770.9868916666665
2010-11-28 13:00:00,2010-11-28,13,276,166,20.1,412.529,36.975,1340.819,110.67859500000002,10,1230.140405
2010-11-28 14:00:00,2010-11-28,14,326,120,20.4,391.341,36.436,1281.693,164.02652,10,1117.66648
2010-11-28 15:00:00,2010-11-28,15,167,85,19.8,200.683,28.034,670.661,342.39825,10,328.2627499999999
2010-11-28 16:00:00,2010-11-28,16,106,20,18.6,74.928,21.672,246.737,173.384485,10,73.35251499999998
2010-11-28 17:00:00,2010-11-28,17,0,0,17.3,0.0,0.0,0.0,156.7313116666667,10,-156.7313116666667
2010-11-28 18:00:00,2010-11-28,18,0,0,16.2,0.0,16.2,0.0,230.7956333333333,10,-230.7956333333333
2010-11-28 19:00:00,2010-11-28,19,0,0,15.3,0.0,15.3,0.0,205.53448333333336,10,-205.53448333333336
2010-11-28 20:00:00,2010-11-28,20,0,0,14.5,0.0,14.5,0.0,207.03350000000003,10,-207.03350000000003
2010-11-28 21:00:00,2010-11-28,21,0,0,13.9,0.0,13.9,0.0,247.50046666666668,10,-247.50046666666668
2010-11-28 22:00:00,2010-11-28,22,0,0,13.4,0.0,13.4,0.0,269.77953333333335,10,-269.77953333333335
2010-11-28 23:00:00,2010-11-28,23,0,0,13.0,0.0,13.0,0.0,215.27741666666668,10,-215.27741666666668
2010-11-29 00:00:00,2010-11-29,0,0,0,12.6,0.0,12.6,0.0,219.75156666666663,10,-219.75156666666663
2010-11-29 01:00:00,2010-11-29,1,0,0,12.2,0.0,12.2,0.0,221.18705,10,-221.18705
2010-11-29 02:00:00,2010-11-29,2,0,0,11.8,0.0,11.8,0.0,184.43029500000003,10,-184.43029500000003
2010-11-29 03:00:00,2010-11-29,3,0,0,11.4,0.0,11.4,0.0,96.53839833333332,10,-96.53839833333332
2010-11-29 04:00:00,2010-11-29,4,0,0,11.0,0.0,11.0,0.0,62.61678333333332,10,-62.61678333333332
2010-11-29 05:00:00,2010-11-29,5,0,0,10.6,0.0,10.6,0.0,90.22193103448276,10,-90.22193103448276
2010-11-29 06:00:00,2010-11-29,6,0,0,10.3,0.0,10.3,0.0,95.50043333333332,10,-95.50043333333332
2010-11-29 07:00:00,2010-11-29,7,176,19,10.5,0.0,10.5,0.0,84.32994000000002,10,-84.32994000000002
2010-11-29 08:00:00,2010-11-29,8,276,83,11.4,185.555,18.79,576.551,387.45858333333325,10,189.0924166666668
2010-11-29 09:00:00,2010-11-29,9,434,110,12.8,342.979,26.882,1172.298,861.6183466666666,10,310.67965333333336
2010-11-29 10:00:00,2010-11-29,10,559,110,14.5,501.896,35.117,1675.804,178.10565,10,1497.69835
2010-11-29 11:00:00,2010-11-29,11,628,103,16.2,613.333,41.356,1989.502,58.42283833333333,10,1931.0791616666663
2010-11-29 12:00:00,2010-11-29,12,628,103,17.7,650.122,44.34,2076.777,95.11591833333333,10,1981.6610816666664
2010-11-29 13:00:00,2010-11-29,13,559,110,18.7,599.141,43.247,1920.398,98.75589333333332,10,1821.642106666667
2010-11-29 14:00:00,2010-11-29,14,434,110,19.0,467.292,38.159,1528.274,69.07430166666667,10,1459.1996983333331
2010-11-29 15:00:00,2010-11-29,15,276,83,18.5,276.218,29.843,928.416,84.57912333333334,10,843.8368766666667
2010-11-29 16:00:00,2010-11-29,16,176,19,17.4,108.793,21.861,363.806,103.79290333333334,10,260.0130966666666
2010-11-29 17:00:00,2010-11-29,17,0,0,16.1,0.0,0.0,0.0,1143.2056166666666,10,-1143.2056166666666
2010-11-29 18:00:00,2010-11-29,18,0,0,15.1,0.0,15.1,0.0,346.4909016666667,10,-346.4909016666667
2010-11-29 19:00:00,2010-11-29,19,0,0,14.2,0.0,14.2,0.0,208.0812833333333,10,-208.0812833333333
2010-11-29 20:00:00,2010-11-29,20,0,0,13.5,0.0,13.5,0.0,358.6435833333333,10,-358.6435833333333
2010-11-29 21:00:00,2010-11-29,21,0,0,13.0,0.0,13.0,0.0,187.49756666666664,10,-187.49756666666664
2010-11-29 22:00:00,2010-11-29,22,0,0,12.5,0.0,12.5,0.0,158.99848333333335,10,-158.99848333333335
2010-11-29 23:00:00,2010-11-29,23,0,0,12.1,0.0,12.1,0.0,626.4352333333335,10,-626.4352333333335
2010-11-30 00:00:00,2010-11-30,0,0,0,11.8,0.0,11.8,0.0,590.5122166666667,10,-590.5122166666667
