timestamp,datetime,h,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Plane of Array Irradiance (W/m2),Cell Temperature (C),DC Array Output (W),Pavg,iid,dif
2010-11-28 00:00:00,2010-11-28,0,0,0,12.8,0.0,12.8,0.0,545.13485,18,-545.13485
2010-11-28 01:00:00,2010-11-28,1,0,0,12.5,0.0,12.5,0.0,141.97068333333334,18,-141.97068333333334
2010-11-28 02:00:00,2010-11-28,2,0,0,12.2,0.0,12.2,0.0,132.30995,18,-132.30995
2010-11-28 03:00:00,2010-11-28,3,0,0,11.9,0.0,11.9,0.0,134.51981666666669,18,-134.51981666666669
2010-11-28 04:00:00,2010-11-28,4,0,0,11.6,0.0,11.6,0.0,137.79888333333335,18,-137.79888333333335
2010-11-28 05:00:00,2010-11-28,5,0,0,11.3,0.0,11.3,0.0,291.9887719298245,18,-291.9887719298245
2010-11-28 06:00:00,2010-11-28,6,0,0,11.0,0.0,11.0,0.0,135.32895,18,-135.32895
2010-11-28 07:00:00,2010-11-28,7,211,16,11.3,0.0,11.3,0.0,141.68826666666664,18,-141.68826666666664
2010-11-28 08:00:00,2010-11-28,8,188,84,12.3,161.542,18.553,507.434,553.3894166666666,18,-45.95541666666662
2010-11-28 09:00:00,2010-11-28,9,439,100,13.8,335.413,27.575,1143.817,293.83853333333326,18,849.9784666666667
2010-11-28 10:00:00,2010-11-28,10,600,91,15.6,508.785,36.506,1691.404,1084.6283666666668,18,606.7756333333332
2010-11-28 11:00:00,2010-11-28,11,559,114,17.4,574.209,40.944,1862.458,1059.5383666666664,18,802.9196333333336
2010-11-28 12:00:00,2010-11-28,12,500,130,19.0,576.697,42.617,1849.321,1043.2960666666663,18,806.0249333333336
2010-11-28 13:00:00,2010-11-28,13,276,166,20.1,412.529,36.975,1340.819,431.3416,18,909.4774
2010-11-28 14:00:00,2010-11-28,14,326,120,20.4,391.341,36.436,1281.693,134.52545,18,1147.16755
2010-11-28 15:00:00,2010-11-28,15,167,85,19.8,200.683,28.034,670.661,133.0442666666667,18,537.6167333333333
2010-11-28 16:00:00,2010-11-28,16,106,20,18.6,74.928,21.672,246.737,215.98171666666667,18,30.755283333333324
2010-11-28 17:00:00,2010-11-28,17,0,0,17.3,0.0,0.0,0.0,307.8902,18,-307.8902
2010-11-28 18:00:00,2010-11-28,18,0,0,16.2,0.0,16.2,0.0,630.7201499999999,18,-630.7201499999999
2010-11-28 19:00:00,2010-11-28,19,0,0,15.3,0.0,15.3,0.0,264.9435333333333,18,-264.9435333333333
2010-11-28 20:00:00,2010-11-28,20,0,0,14.5,0.0,14.5,0.0,165.12161666666668,18,-165.12161666666668
2010-11-28 21:00:00,2010-11-28,21,0,0,13.9,0.0,13.9,0.0,163.60791666666668,18,-163.60791666666668
2010-11-28 22:00:00,2010-11-28,22,0,0,13.4,0.0,13.4,0.0,931.6672,18,-931.6672
2010-11-28 23:00:00,2010-11-28,23,0,0,13.0,0.0,13.0,0.0,167.40805666666662,18,-167.40805666666662
2010-11-29 00:00:00,2010-11-29,0,0,0,12.6,0.0,12.6,0.0,116.13368,18,-116.13368
2010-11-29 01:00:00,2010-11-29,1,0,0,12.2,0.0,12.2,0.0,117.94972166666668,18,-117.94972166666668
2010-11-29 02:00:00,2010-11-29,2,0,0,11.8,0.0,11.8,0.0,156.73225000000002,18,-156.73225000000002
2010-11-29 03:00:00,2010-11-29,3,0,0,11.4,0.0,11.4,0.0,271.91758,18,-271.91758
2010-11-29 04:00:00,2010-11-29,4,0,0,11.0,0.0,11.0,0.0,117.62864,18,-117.62864
2010-11-29 05:00:00,2010-11-29,5,0,0,10.6,0.0,10.6,0.0,119.82571929824562,18,-119.82571929824562
2010-11-29 06:00:00,2010-11-29,6,0,0,10.3,0.0,10.3,0.0,281.3067116666668,18,-281.3067116666668
2010-11-29 07:00:00,2010-11-29,7,176,19,10.5,0.0,10.5,0.0,272.52872333333335,18,-272.52872333333335
2010-11-29 08:00:00,2010-11-29,8,276,83,11.4,185.555,18.79,576.551,1776.2083333333333,18,-1199.657333333333
2010-11-29 09:00:00,2010-11-29,9,434,110,12.8,342.979,26.882,1172.298,1406.4130166666664,18,-234.1150166666664
2010-11-29 10:00:00,2010-11-29,10,559,110,14.5,501.896,35.117,1675.804,928.4481766666664,18,747.3558233333337
2010-11-29 11:00:00,2010-11-29,11,628,103,16.2,613.333,41.356,1989.502,122.08315833333336,18,1867.4188416666664
2010-11-29 12:00:00,2010-11-29,12,628,103,17.7,650.122,44.34,2076.777,760.7193066666665,18,1316.0576933333336
2010-11-29 13:00:00,2010-11-29,13,559,110,18.7,599.141,43.247,1920.398,557.9350166666667,18,1362.462983333333
2010-11-29 14:00:00,2010-11-29,14,434,110,19.0,467.292,38.159,1528.274,510.3389366666667,18,1017.9350633333332
2010-11-29 15:00:00,2010-11-29,15,276,83,18.5,276.218,29.843,928.416,112.39364166666668,18,816.0223583333334
2010-11-29 16:00:00,2010-11-29,16,176,19,17.4,108.793,21.861,363.806,113.337075,18,250.468925
2010-11-29 17:00:00,2010-11-29,17,0,0,16.1,0.0,0.0,0.0,492.587255,18,-492.587255
2010-11-29 18:00:00,2010-11-29,18,0,0,15.1,0.0,15.1,0.0,268.30474576271183,18,-268.30474576271183
2010-11-29 19:00:00,2010-11-29,19,0,0,14.2,0.0,14.2,0.0,197.01013333333333,18,-197.01013333333333
2010-11-29 20:00:00,2010-11-29,20,0,0,13.5,0.0,13.5,0.0,193.4643333333333,18,-193.4643333333333
2010-11-29 21:00:00,2010-11-29,21,0,0,13.0,0.0,13.0,0.0,250.3857833333333,18,-250.3857833333333
2010-11-29 22:00:00,2010-11-29,22,0,0,12.5,0.0,12.5,0.0,827.4389833333335,18,-827.4389833333335
2010-11-29 23:00:00,2010-11-29,23,0,0,12.1,0.0,12.1,0.0,301.85790000000003,18,-301.85790000000003
2010-11-30 00:00:00,2010-11-30,0,0,0,11.8,0.0,11.8,0.0,251.35218333333336,18,-251.35218333333336
2010-11-30 01:00:00,2010-11-30,1,0,0,11.5,0.0,11.5,0.0,150.88903333333334,18,-150.88903333333334
2010-11-30 02:00:00,2010-11-30,2,0,0,11.2,0.0,11.2,0.0,335.4232833333333,18,-335.4232833333333
2010-11-30 03:00:00,2010-11-30,3,0,0,10.9,0.0,10.9,0.0,149.66958333333332,18,-149.66958333333332
2010-11-30 04:00:00,2010-11-30,4,0,0,10.7,0.0,10.7,0.0,147.13195,18,-147.13195
2010-11-30 05:00:00,2010-11-30,5,0,0,10.4,0.0,10.4,0.0,352.8711186440678,18,-352.8711186440678
2010-11-30 06:00:00,2010-11-30,6,0,0,10.1,0.0,10.1,0.0,145.58728333333332,18,-145.58728333333332
2010-11-30 07:00:00,2010-11-30,7,199,16,10.4,0.0,10.4,0.0,337.7184833333333,18,-337.7184833333333
2010-11-30 08:00:00,2010-11-30,8,231,80,11.3,168.905,18.026,524.568,1271.9427833333336,18,-747.3747833333337
2010-11-30 09:00:00,2010-11-30,9,391,109,12.7,320.148,25.841,1095.903,1311.7135,18,-215.81050000000005
2010-11-30 10:00:00,2010-11-30,10,448,129,14.3,445.404,32.588,1496.808,1549.5151666666668,18,-52.70716666666681
2010-11-30 11:00:00,2010-11-30,11,586,107,16.1,584.63,40.077,1905.0,584.1541833333334,18,1320.8458166666665
2010-11-30 12:00:00,2010-11-30,12,459,142,17.5,548.576,39.963,1776.665,617.9412,18,1158.7238
2010-11-30 13:00:00,2010-11-30,13,550,104,18.5,584.041,42.431,1878.444,425.8019166666666,18,1452.6420833333334
2010-11-30 14:00:00,2010-11-30,14,308,124,18.8,381.932,34.449,1259.937,1069.6327333333334,18,190.3042666666665
2010-11-30 15:00:00,2010-11-30,15,141,86,18.3,185.344,25.903,622.45,149.29224999999997,18,473.1577500000001
2010-11-30 16:00:00,2010-11-30,16,199,16,17.2,115.333,21.93,386.625,217.8009,18,168.8241
2010-11-30 17:00:00,2010-11-30,17,0,0,15.9,0.0,0.0,0.0,226.10645,18,-226.10645
2010-11-30 18:00:00,2010-11-30,18,0,0,14.9,0.0,14.9,0.0,178.84055,18,-178.84055
2010-11-30 19:00:00,2010-11-30,19,0,0,14.0,0.0,14.0,0.0,457.6813,18,-457.6813
2010-11-30 20:00:00,2010-11-30,20,0,0,13.4,0.0,13.4,0.0,268.3614333333333,18,-268.3614333333333
2010-11-30 21:00:00,2010-11-30,21,0,0,12.8,0.0,12.8,0.0,832.8259999999999,18,-832.8259999999999
