timestamp,datetime,h,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Plane of Array Irradiance (W/m2),Cell Temperature (C),DC Array Output (W),Pavg,iid,dif
2010-11-28 00:00:00,2010-11-28,0,0,0,12.8,0.0,12.8,0.0,111.53330833333334,2,-111.53330833333334
2010-11-28 01:00:00,2010-11-28,1,0,0,12.5,0.0,12.5,0.0,109.23563666666668,2,-109.23563666666668
2010-11-28 02:00:00,2010-11-28,2,0,0,12.2,0.0,12.2,0.0,108.03478666666666,2,-108.03478666666666
2010-11-28 03:00:00,2010-11-28,3,0,0,11.9,0.0,11.9,0.0,102.89822833333334,2,-102.89822833333334
2010-11-28 04:00:00,2010-11-28,4,0,0,11.6,0.0,11.6,0.0,97.2582,2,-97.2582
2010-11-28 05:00:00,2010-11-28,5,0,0,11.3,0.0,11.3,0.0,94.8383655172414,2,-94.8383655172414
2010-11-28 06:00:00,2010-11-28,6,0,0,11.0,0.0,11.0,0.0,106.02709666666664,2,-106.02709666666664
2010-11-28 07:00:00,2010-11-28,7,211,16,11.3,0.0,11.3,0.0,107.50516166666668,2,-107.50516166666668
2010-11-28 08:00:00,2010-11-28,8,188,84,12.3,161.542,18.553,507.434,156.49451833333336,2,350.93948166666667
2010-11-28 09:00:00,2010-11-28,9,439,100,13.8,335.413,27.575,1143.817,170.81546666666665,2,973.0015333333332
2010-11-28 10:00:00,2010-11-28,10,600,91,15.6,508.785,36.506,1691.404,143.57591166666668,2,1547.8280883333332
2010-11-28 11:00:00,2010-11-28,11,559,114,17.4,574.209,40.944,1862.458,117.25354333333333,2,1745.2044566666668
2010-11-28 12:00:00,2010-11-28,12,500,130,19.0,576.697,42.617,1849.321,213.24231666666668,2,1636.0786833333332
2010-11-28 13:00:00,2010-11-28,13,276,166,20.1,412.529,36.975,1340.819,147.11462333333333,2,1193.7043766666666
2010-11-28 14:00:00,2010-11-28,14,326,120,20.4,391.341,36.436,1281.693,103.46268333333336,2,1178.2303166666666
