timestamp,datetime,h,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Plane of Array Irradiance (W/m2),Cell Temperature (C),DC Array Output (W),Pavg,iid,dif
2010-11-28 00:00:00,2010-11-28,0,0,0,12.8,0.0,12.8,0.0,326.83778333333333,3,-326.83778333333333
2010-11-28 01:00:00,2010-11-28,1,0,0,12.5,0.0,12.5,0.0,332.60600000000005,3,-332.60600000000005
2010-11-28 02:00:00,2010-11-28,2,0,0,12.2,0.0,12.2,0.0,199.7406833333333,3,-199.7406833333333
2010-11-28 03:00:00,2010-11-28,3,0,0,11.9,0.0,11.9,0.0,158.14998500000002,3,-158.14998500000002
2010-11-28 04:00:00,2010-11-28,4,0,0,11.6,0.0,11.6,0.0,155.46215500000002,3,-155.46215500000002
2010-11-28 05:00:00,2010-11-28,5,0,0,11.3,0.0,11.3,0.0,123.0124103448276,3,-123.0124103448276
2010-11-28 06:00:00,2010-11-28,6,0,0,11.0,0.0,11.0,0.0,146.0950783333333,3,-146.0950783333333
2010-11-28 07:00:00,2010-11-28,7,211,16,11.3,0.0,11.3,0.0,159.06455166666672,3,-159.06455166666672
2010-11-28 08:00:00,2010-11-28,8,188,84,12.3,161.542,18.553,507.434,320.98219499999993,3,186.4518050000001
2010-11-28 09:00:00,2010-11-28,9,439,100,13.8,335.413,27.575,1143.817,501.0800499999999,3,642.7369500000001
2010-11-28 10:00:00,2010-11-28,10,600,91,15.6,508.785,36.506,1691.404,936.8395333333332,3,754.5644666666668
2010-11-28 11:00:00,2010-11-28,11,559,114,17.4,574.209,40.944,1862.458,1102.6705,3,759.7875000000001
2010-11-28 12:00:00,2010-11-28,12,500,130,19.0,576.697,42.617,1849.321,502.9361833333334,3,1346.3848166666664
2010-11-28 13:00:00,2010-11-28,13,276,166,20.1,412.529,36.975,1340.819,391.1753166666667,3,949.6436833333332
2010-11-28 14:00:00,2010-11-28,14,326,120,20.4,391.341,36.436,1281.693,2688.588566666667,3,-1406.8955666666668
2010-11-28 15:00:00,2010-11-28,15,167,85,19.8,200.683,28.034,670.661,495.38526666666655,3,175.2757333333334
2010-11-28 16:00:00,2010-11-28,16,106,20,18.6,74.928,21.672,246.737,815.3387166666668,3,-568.6017166666668
2010-11-28 17:00:00,2010-11-28,17,0,0,17.3,0.0,0.0,0.0,1634.4170666666666,3,-1634.4170666666666
