0;633.00;547.00
1;587.00;747.00
2;68.00;956.00
3;727.00;81.00
4;969.00;106.00
5;90.00;440.00
6;380.00;711.00
7;937.00;290.00
8;941.00;174.00
9;28.00;387.00
10;945.00;714.00
11;461.00;336.00
12;825.00;585.00
13;890.00;703.00
14;919.00;890.00
15;631.00;357.00
16;67.00;792.00
17;625.00;456.00
18;749.00;292.00
19;622.00;527.00
20;797.00;697.00
21;237.00;203.00
22;578.00;556.00
23;900.00;985.00
24;438.00;401.00
25;10.00;477.00
26;545.00;49.00
27;475.00;729.00
28;235.00;357.00
29;961.00;74.00
30;151.00;173.00
31;679.00;192.00
32;749.00;83.00
33;971.00;318.00
34;707.00;516.00
35;897.00;916.00
36;146.00;698.00
37;828.00;747.00
38;992.00;830.00
39;778.00;667.00
40;665.00;248.00
41;138.00;582.00
42;379.00;175.00
43;999.00;598.00
44;756.00;991.00
45;616.00;99.00
46;89.00;868.00
47;556.00;561.00
48;225.00;556.00
49;816.00;584.00
50;735.00;293.00
51;918.00;473.00
52;157.00;165.00
53;734.00;827.00
54;974.00;46.00
55;77.00;728.00
56;538.00;922.00
57;71.00;237.00
58;927.00;309.00
59;728.00;999.00
60;255.00;484.00
61;127.00;511.00
62;998.00;852.00
63;311.00;421.00
64;596.00;327.00
65;457.00;469.00
66;868.00;552.00
67;635.00;55.00
68;469.00;211.00
69;458.00;90.00
70;725.00;864.00
71;177.00;764.00
72;288.00;352.00
73;962.00;5.00
74;250.00;265.00
75;876.00;90.00
76;899.00;321.00
77;805.00;722.00
78;479.00;260.00
79;480.00;503.00
80;957.00;639.00
81;68.00;611.00
82;431.00;213.00
83;19.00;435.00
84;905.00;574.00
85;350.00;259.00
86;301.00;893.00
87;39.00;846.00
88;56.00;724.00
89;18.00;158.00
90;97.00;363.00
91;559.00;671.00
92;316.00;517.00
93;819.00;791.00
94;843.00;520.00
95;561.00;404.00
96;773.00;917.00
97;666.00;96.00
98;831.00;397.00
99;17.00;223.00
100;721.00;238.00
101;643.00;7.00
102;972.00;96.00
103;61.00;545.00
104;667.00;186.00
105;513.00;180.00
106;998.00;60.00
107;948.00;599.00
108;549.00;926.00
109;85.00;325.00
110;91.00;243.00
111;874.00;670.00
112;678.00;235.00
113;800.00;560.00
114;579.00;601.00
115;533.00;906.00
116;898.00;572.00
117;828.00;21.00
118;456.00;283.00
119;570.00;214.00
120;77.00;203.00
121;765.00;575.00
122;851.00;800.00
123;698.00;590.00
124;316.00;349.00
125;746.00;834.00
126;12.00;458.00
127;314.00;398.00
128;195.00;696.00
129;435.00;844.00
130;62.00;350.00
131;917.00;524.00
132;991.00;520.00
133;863.00;759.00
134;504.00;216.00
135;469.00;22.00
136;2.00;78.00
137;558.00;509.00
138;490.00;587.00
139;136.00;888.00
140;67.00;917.00
141;728.00;14.00
142;894.00;698.00
143;508.00;830.00
144;889.00;217.00
145;545.00;726.00
146;540.00;821.00
147;488.00;471.00
148;23.00;315.00
149;703.00;394.00
150;353.00;798.00
151;518.00;239.00
152;211.00;131.00
153;533.00;751.00
154;751.00;786.00
155;727.00;326.00
156;345.00;270.00
157;886.00;483.00
158;342.00;429.00
159;857.00;457.00
160;441.00;224.00
161;923.00;214.00
162;893.00;940.00
163;562.00;928.00
164;932.00;233.00
165;679.00;458.00
166;549.00;869.00
167;767.00;282.00
168;7.00;42.00
169;30.00;440.00
170;512.00;643.00
171;304.00;253.00
172;946.00;9.00
173;222.00;448.00
174;719.00;328.00
175;978.00;122.00
176;149.00;764.00
177;680.00;904.00
178;597.00;448.00
179;514.00;423.00
180;72.00;879.00
181;190.00;670.00
182;621.00;94.00
183;630.00;6.00
184;376.00;845.00
185;888.00;170.00
186;239.00;23.00
187;572.00;851.00
188;380.00;944.00
189;691.00;823.00
190;695.00;912.00
191;37.00;636.00
192;355.00;519.00
193;969.00;913.00
194;447.00;446.00
195;345.00;19.00
196;261.00;515.00
197;245.00;456.00
198;129.00;453.00
199;108.00;758.00
