2;0;303
2;1;863
3;0;356
3;2;655
4;2;183
4;0;424
5;2;70
5;4;238
6;0;349
6;2;544
7;1;216
7;6;184
8;7;309
8;5;615
9;4;339
9;5;294
10;3;42
10;1;597
11;8;235
11;7;484
12;4;63
12;0;487
13;0;565
13;8;381
14;6;326
14;1;418
15;3;181
15;0;249
16;8;131
16;14;202
17;8;203
17;16;328
18;16;323
18;14;298
19;3;30
19;11;730
20;19;174
20;1;569
21;13;115
21;12;268
22;8;70
22;16;201
23;6;318
23;15;381
24;10;523
24;1;116
25;23;307
25;3;249
26;11;169
26;20;439
27;21;56
27;13;134
28;17;188
28;18;269
29;2;382
29;14;688
30;8;115
30;1;615
31;7;139
31;16;300
32;24;542
32;0;210
33;32;325
33;21;681
34;22;205
34;17;344
35;3;303
35;24;180
36;8;370
36;33;320
37;7;359
37;35;63
38;13;299
38;27;165
39;36;49
39;2;246
40;21;341
40;27;323
41;28;257
41;12;461
42;26;372
42;29;126
43;24;362
43;15;55
44;22;631
44;5;320
45;37;408
45;1;141
46;30;114
46;18;91
47;36;398
47;13;217
48;20;17
48;31;442
49;36;83
49;23;74
50;29;203
50;30;284
51;36;490
51;44;88
52;23;560
52;16;266
53;45;199
53;16;255
54;13;456
54;26;150
55;54;132
55;33;169
56;18;137
56;35;649
57;24;574
57;46;404
58;36;461
58;32;449
59;5;83
59;2;13
60;43;275
60;19;122
61;45;232
61;34;193
62;58;333
62;39;123
63;34;360
63;15;93
64;15;122
64;23;420
65;46;128
65;41;97
66;20;161
66;25;168
67;5;501
67;13;69
68;18;137
68;36;371
69;10;220
69;63;218
70;44;161
70;2;257
71;15;135
71;19;333
72;14;97
72;17;172
73;4;209
73;21;160
74;24;125
74;1;98
0;34;381
0;20;187
1;35;263
1;71;336
