0;763.00;101.00
1;965.00;89.00
2;115.00;896.00
3;745.00;218.00
4;585.00;240.00
5;884.00;396.00
6;56.00;927.00
7;452.00;870.00
8;230.00;488.00
9;571.00;852.00
10;218.00;920.00
11;38.00;408.00
12;53.00;105.00
13;529.00;572.00
14;114.00;42.00
15;500.00;724.00
16;494.00;346.00
17;35.00;366.00
18;915.00;504.00
19;861.00;923.00
20;15.00;289.00
21;239.00;716.00
22;101.00;777.00
23;244.00;431.00
24;591.00;514.00
25;768.00;721.00
26;803.00;740.00
27;506.00;818.00
28;59.00;575.00
29;861.00;551.00
30;828.00;124.00
31;710.00;1.00
32;31.00;291.00
33;671.00;300.00
34;433.00;273.00
35;124.00;134.00
36;104.00;416.00
37;820.00;260.00
38;148.00;13.00
39;221.00;352.00
40;761.00;421.00
41;686.00;526.00
42;329.00;143.00
43;375.00;744.00
44;729.00;731.00
45;173.00;556.00
46;685.00;870.00
47;558.00;344.00
48;535.00;962.00
49;923.00;752.00
50;686.00;336.00
51;360.00;707.00
52;662.00;397.00
53;13.00;407.00
54;667.00;219.00
55;88.00;617.00
56;19.00;217.00
57;206.00;374.00
58;399.00;293.00
59;524.00;792.00
60;397.00;727.00
61;697.00;631.00
62;123.00;733.00
63;168.00;28.00
64;216.00;170.00
65;170.00;528.00
66;312.00;901.00
67;443.00;79.00
68;136.00;535.00
69;642.00;842.00
70;969.00;340.00
71;367.00;712.00
72;45.00;124.00
73;258.00;965.00
74;837.00;687.00
75;688.00;808.00
76;524.00;583.00
77;683.00;460.00
78;759.00;276.00
79;316.00;65.00
80;148.00;472.00
81;239.00;944.00
82;330.00;260.00
83;171.00;873.00
84;863.00;478.00
85;216.00;772.00
86;102.00;207.00
87;230.00;166.00
88;265.00;804.00
89;108.00;258.00
90;879.00;215.00
91;665.00;625.00
92;792.00;345.00
93;630.00;250.00
94;35.00;806.00
95;405.00;438.00
96;756.00;784.00
97;480.00;715.00
98;387.00;28.00
99;417.00;900.00
