datetime,overflow,cap,load,dist,origen_id,dest_id,origen_tag,len_origen_tag,dest_tag,len_dest_tag,modelo,criterion,degree,total_balance,abs_flux
2011-08-28 11:00:00,0,40.0,2.066945898305085,119,7,1,198.185.60.106.95.1.146.147,8,198.185.60.106.95.1.146,7,waxman,4,4,97.8056337559607,1117.1058804470322
2011-08-28 11:00:00,0,21.2,2.066945898305085,743,10,1,198.185.60.106.95.1.146.166,8,198.185.60.106.95.1.146,7,waxman,4,4,97.8056337559607,1117.1058804470322
2011-08-28 11:00:00,0,21.2,2.0209221,131,4,7,198.185.60.106.95.1.117.178,8,198.185.60.106.95.1.117,7,waxman,4,4,97.8056337559607,1117.1058804470322
2011-08-28 11:00:00,0,21.2,1.2530949655172412,267,12,10,198.18.81.7.67.51.61.197,8,198.18.81.7.67.51.61,7,waxman,4,4,97.8056337559607,1117.1058804470322
2011-08-28 11:00:00,0,74.0,2.0902843061224488,268,18,12,198.18.2.10.12.15.38,7,198.18.2.10.12.15,6,waxman,4,4,97.8056337559607,1117.1058804470322
2011-08-28 11:00:00,0,40.0,3.318515380145092,293,10,18,198.18.81.7.67.51.61,7,198.18.81.7.67.51,6,waxman,4,4,97.8056337559607,1117.1058804470322
2011-08-28 11:00:00,0,74.0,1.2530949655172412,474,12,8,198.18.175.64.149.25.75,7,198.18.175.64.149.25,6,waxman,4,4,97.8056337559607,1117.1058804470322
2011-08-28 11:00:00,0,40.0,1.2530949655172412,425,12,18,198.185.60.36.20.96.97,7,198.185.60.36.20.96,6,waxman,4,4,97.8056337559607,1117.1058804470322
2011-08-28 11:00:00,0,21.2,2.013300181034483,187,2,10,198.18.175.64.42.58.105,7,198.18.175.64.42.58,6,waxman,4,4,97.8056337559607,1117.1058804470322
2011-08-28 11:00:00,0,74.0,4.085921299441274,194,7,19,198.185.60.106.95.1.117,7,198.185.60.106.95.1,6,waxman,4,4,97.8056337559607,1117.1058804470322
2011-08-28 11:00:00,0,21.2,2.0209221,30,4,19,198.18.14.6.3.92.119,7,198.18.14.6.3.92,6,waxman,4,4,97.8056337559607,1117.1058804470322
2011-08-28 11:00:00,0,40.0,1.3793571724137932,262,8,12,198.18.34.23.24.126.131,7,198.18.34.23.24.126,6,waxman,4,4,97.8056337559607,1117.1058804470322
2011-08-28 11:00:00,0,74.0,1.9287447931034485,484,19,12,198.18.2.10.12.15.132,7,198.18.2.10.12.15,6,waxman,4,4,97.8056337559607,1117.1058804470322
2011-08-28 11:00:00,0,40.0,1.2494229499999998,721,23,8,198.18.175.64.149.25.141,7,198.18.175.64.149.25,6,waxman,4,4,97.8056337559607,1117.1058804470322
2011-08-28 11:00:00,0,40.0,6.03294974172371,77,1,19,198.185.60.106.95.1.146,7,198.185.60.106.95.1,6,waxman,4,4,97.8056337559607,1117.1058804470322
2011-08-28 11:00:00,0,40.0,1.6152110666666668,192,16,18,198.18.2.21.9.71.153,7,198.18.2.21.9.71,6,waxman,4,4,97.8056337559607,1117.1058804470322
2011-08-28 11:00:00,0,40.0,1.3793571724137932,439,8,10,198.18.175.64.42.58.156,7,198.18.175.64.42.58,6,waxman,4,4,97.8056337559607,1117.1058804470322
2011-08-28 11:00:00,0,40.0,1.3793571724137932,445,20,1,198.18.27.5.66.87.163,7,198.18.27.5.66.87,6,waxman,4,4,97.8056337559607,1117.1058804470322
2011-08-28 11:00:00,0,40.0,1.2494229499999998,501,3,18,198.185.60.36.20.96.171,7,198.185.60.36.20.96,6,waxman,4,4,97.8056337559607,1117.1058804470322
