3;2;266
3;1;314
3;0;964
4;0;53
4;1;729
4;2;778
5;2;259
5;1;315
5;3;90
6;1;450
6;5;735
6;2;491
7;0;668
7;1;827
7;4;649
8;4;508
8;2;406
8;7;445
9;2;746
9;0;674
9;7;100
10;3;179
10;1;407
10;8;335
11;1;260
11;7;801
11;0;560
12;9;584
12;3;100
12;5;178
13;2;78
13;1;117
13;3;198
14;11;253
14;6;152
14;1;422
15;14;75
15;12;628
15;11;236
16;4;97
16;0;77
16;11;553
17;7;205
17;16;607
17;8;247
18;8;380
18;16;220
18;0;176
19;0;184
19;16;236
19;18;30
20;18;294
20;16;269
20;11;339
21;3;389
21;17;433
21;11;208
22;11;190
22;1;449
22;20;149
23;18;422
23;3;605
23;11;61
24;11;285
24;22;280
24;21;201
25;13;504
25;23;101
25;24;307
26;10;127
26;1;490
26;11;612
27;11;440
27;2;561
27;24;157
28;0;508
28;7;216
28;27;155
29;15;167
29;25;434
29;6;94
30;10;191
30;23;668
30;3;62
31;13;206
31;3;68
31;12;158
32;29;710
32;18;168
32;4;141
33;10;289
33;31;234
33;5;240
34;10;363
34;31;117
34;28;815
35;19;188
35;0;284
35;9;400
36;11;319
36;31;251
36;21;243
37;31;363
37;12;285
37;25;348
38;0;755
38;9;146
38;7;88
39;9;326
39;3;387
39;30;390
40;21;151
40;22;394
40;9;407
41;19;233
41;32;422
41;35;176
42;0;260
42;8;357
42;20;210
43;13;151
43;36;96
43;2;89
44;30;200
44;19;645
44;9;517
45;26;200
45;38;642
45;8;248
46;9;132
46;36;783
46;17;277
47;22;508
47;1;199
47;29;239
48;37;405
48;12;180
48;35;649
49;45;477
49;8;231
49;27;58
50;41;339
50;49;373
50;35;413
51;14;248
51;37;223
51;25;346
52;17;283
52;12;677
52;50;94
53;8;298
53;48;174
53;30;428
54;8;183
54;14;697
54;32;666
55;13;499
55;22;34
55;28;565
56;55;199
56;25;226
56;42;154
57;30;549
57;32;517
57;24;227
58;29;273
58;22;220
58;55;205
59;53;63
59;54;255
59;10;228
60;16;215
60;40;445
60;32;62
61;18;150
61;32;180
61;41;308
62;31;212
62;45;100
62;48;229
63;24;509
63;7;580
63;20;858
64;18;274
64;15;357
64;56;147
65;28;163
65;26;481
65;14;992
66;21;302
66;2;122
66;14;595
67;18;374
67;23;53
67;42;251
68;31;110
68;66;98
68;44;121
69;36;80
69;66;145
69;54;394
70;40;251
70;17;290
70;9;319
71;42;233
71;29;574
71;64;142
72;47;555
72;48;679
72;25;111
73;17;132
73;41;108
73;35;167
74;73;230
74;19;134
74;24;133
75;65;738
75;4;176
75;37;637
76;4;380
76;73;394
76;66;459
77;35;336
77;1;482
77;10;387
78;13;124
78;31;136
78;63;356
79;39;26
79;68;378
79;40;407
80;26;700
80;58;83
80;35;630
81;8;147
81;46;405
81;9;287
82;30;296
82;66;94
82;68;186
83;1;215
83;23;429
83;45;81
84;49;831
84;43;392
84;62;315
85;27;239
85;21;539
85;35;15
86;6;321
86;61;550
86;44;457
87;57;299
87;44;127
87;66;326
88;63;215
88;17;250
88;45;231
89;26;721
89;11;131
89;67;87
90;62;171
90;39;369
90;17;366
91;18;169
91;42;69
91;27;247
92;63;308
92;52;290
92;83;366
93;28;294
93;91;218
93;11;475
94;50;337
94;59;82
94;70;212
95;64;305
95;63;786
95;66;560
96;51;694
96;13;414
96;90;564
97;34;60
97;23;696
97;5;86
98;60;251
98;42;192
98;32;205
99;77;746
99;2;487
99;30;204
0;32;181
0;75;193
0;23;541
1;21;219
1;97;383
1;36;62
2;93;685
2;19;678
2;71;651
