0;1;782
0;2;832
0;3;964
1;2;58
1;3;314
2;3;266
4;0;53
4;1;729
4;2;778
5;1;315
5;0;1024
5;2;259
6;0;834
6;2;491
6;3;757
7;4;649
7;2;837
7;6;1165
8;6;733
8;2;406
8;4;508
9;3;664
9;2;746
9;0;674
10;1;407
10;0;891
10;3;179
11;3;545
11;4;508
11;0;560
12;5;178
12;4;814
12;10;140
13;4;777
13;3;198
13;7;778
14;0;682
14;2;474
14;1;422
15;7;1038
15;9;970
15;5;666
16;1;789
16;4;97
16;2;841
17;0;541
17;15;832
17;7;205
18;2;669
18;7;561
18;6;746
19;7;532
19;10;708
19;1;634
20;0;315
20;3;858
20;1;598
21;18;420
21;19;426
21;8;189
22;4;350
22;7;795
22;2;506
23;0;541
23;7;837
23;15;209
24;8;177
24;9;471
24;11;285
